"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"371750000WC",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37129000H05",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"371350000TH",2,14,14,4,11,3,9,14,6,4,7,7,4,3,3,1,7,3,7,11,13,11,5,13,7,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37129000H04",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37129000H03",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37057000028",12,2,10,2,4,5,7,5,13,9,12,13,12,12,2,9,11,1,14,2,7,13,8,7,5,13,14,7,4,14,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3709300006B",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37057000026",12,2,10,2,4,5,7,5,13,9,12,13,2,12,2,9,11,1,14,2,7,13,8,7,5,9,14,7,4,14,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"370890000BK",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37057000024",12,2,10,2,4,5,7,5,13,9,12,13,2,12,2,9,11,1,14,2,7,3,8,7,5,9,14,7,4,14,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37159000041",12,2,10,12,5,12,12,5,13,9,12,1,14,12,8,9,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,14,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3705500AVON",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,11,11,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3710100PR14",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,12,7,10,11,2,1,2,8,5,7,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR13",11,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,4,1,6,4,2,1,3,8,1,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37159000040",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3703100NPT2",4,3,9,3,3,7,3,7,7,7,2,3,10,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3703100NPT1",4,3,9,3,3,7,3,7,7,7,2,3,10,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3718100MIDD",9,9,4,6,11,10,3,4,1,6,1,3,3,1,3,1,7,10,4,6,11,1,12,12,1,1,6,6,6,6,10,6,1,1,6,6,6,1,6,6,6,5,5,2,4,2,4,4,4,2,11,11,4,14,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3713300SW19",3,3,3,7,9,8,4,7,3,3,3,10,10,10,10,10,5,4,11,10,10,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3710100PR19",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,5,11,1,4,1,6,4,2,1,1,10,1,1,10,8,8,4,3,3,10,6,6,6,5,4,4,6,1,2,2,4,2,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37051000G1B",8,8,6,9,8,4,14,1,2,5,1,10,6,6,10,4,13,9,10,7,9,12,7,10,10,12,12,11,7,2,14,7,7,10,10,10,4,5,7,11,11,7,7,7,7,7,8,14,2,11,6,8,8,3,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,12,12,12
"37159000045",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,9,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37051000G1A",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,4,10,10,12,5,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,11,6,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37159000044",10,2,10,12,14,12,12,5,13,9,9,8,11,9,8,12,12,7,8,2,7,2,8,9,14,13,9,13,9,4,9,12,2,2,11,11,14,7,11,3,13,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37057000010",12,2,10,2,4,5,7,5,13,9,12,13,12,12,2,9,11,1,14,2,7,13,8,7,5,13,14,7,4,14,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37159000042",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,9,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"370890000EF",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37147001001",4,4,9,3,1,7,3,7,7,7,2,6,7,7,12,4,6,5,1,10,9,12,11,1,1,1,6,6,6,5,10,6,1,7,7,3,3,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3716300MING",9,11,6,9,8,4,4,1,2,5,1,6,7,7,12,4,6,11,1,7,9,12,7,10,11,7,12,2,8,5,7,7,7,10,10,3,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,6,6,6,6,6,6,6,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370890000ED",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"371330NE22B",3,3,3,7,9,8,4,3,7,7,3,10,10,10,10,10,5,4,11,10,10,9,11,1,6,6,11,5,5,7,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37057000018",12,2,10,14,4,5,7,5,13,9,12,13,12,12,8,14,11,1,14,2,7,13,8,7,5,9,14,7,4,14,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"371330NE22A",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,10,10,9,11,1,6,6,11,5,5,7,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3715700LK-2",11,14,5,2,7,3,9,14,6,1,5,7,2,14,1,1,7,3,12,14,13,3,10,5,13,10,14,8,3,3,8,5,5,6,1,1,10,4,10,9,9,3,1,12,12,12,14,8,12,10,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37057000016",14,2,5,2,4,5,5,5,13,9,12,13,2,12,2,9,11,1,14,2,7,3,8,7,5,9,14,7,4,14,9,9,14,2,11,11,14,7,11,3,14,1,8,5,9,8,12,7,3,8,10,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"37057000014",12,2,2,14,4,5,7,5,13,9,12,13,12,12,8,14,11,1,10,7,7,13,8,7,5,9,4,7,4,14,2,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,10,6,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37057000012",12,2,2,14,4,5,7,5,13,9,12,13,12,12,8,14,11,1,10,7,7,13,8,7,5,9,4,7,4,14,2,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,10,6,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3710100PR04",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,12,7,10,11,7,12,1,10,1,1,10,8,8,4,5,3,10,1,1,1,11,2,2,6,1,2,2,4,2,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37159000030",12,2,10,12,5,12,12,5,13,9,12,13,14,9,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,14,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3704300HAYC",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37067000306",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,14,14,8,5,7,10,8,5,9,14,8,2,3,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000305",14,7,5,2,10,5,5,11,14,9,12,9,2,14,2,9,11,14,14,8,5,7,10,8,5,9,14,8,2,3,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000304",14,7,5,2,10,5,5,11,14,9,12,9,2,14,2,9,11,1,14,8,5,7,10,8,5,9,14,8,2,3,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370890000EV",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37067000303",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,1,14,8,5,7,10,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37093000065",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,11,10,12,5,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,8,8,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37067000302",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,1,14,8,5,7,10,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37093000064",8,8,6,14,8,4,8,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,11,10,12,5,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,8,8,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37067000301",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,1,14,8,5,7,10,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370890000ES",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37093000063",8,8,6,14,8,4,8,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,8,8,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37093000062",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,11,10,12,5,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,8,8,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37159000038",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37093000061",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,11,10,12,5,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,8,8,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3710100PR09",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37159000036",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3710100PR08",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,4,1,6,4,7,1,1,10,1,1,10,8,8,4,5,3,10,6,6,6,5,4,2,6,1,2,2,4,2,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37159000035",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3710100PR07",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,5,11,9,12,11,1,6,7,1,1,10,1,1,10,8,8,4,3,3,10,6,6,6,5,4,4,6,1,2,2,4,2,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37159000034",12,2,10,12,5,12,12,5,13,9,12,1,14,12,8,14,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,14,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37159000033",12,2,10,12,14,12,12,5,13,9,12,8,11,9,8,14,12,7,8,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37159000032",12,2,10,5,5,12,12,5,13,9,12,1,14,14,8,14,12,7,8,2,7,13,8,9,14,13,9,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37159000031",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,14,12,1,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"370870000PC",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37159000039",12,2,10,12,5,12,12,5,13,9,12,13,14,12,8,9,12,7,14,2,7,13,8,7,14,13,14,7,4,4,9,14,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3719902-CAN",1,5,13,8,2,2,13,12,12,12,11,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,14,4,3,3,3,11,9,13,9,9,12,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,5,5,5,5,7,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37051000G3B",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,12,4,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37169000506",14,14,5,2,13,12,5,13,8,9,12,9,2,14,1,9,11,14,14,8,13,7,10,8,5,10,9,14,14,14,12,13,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37099000QUA",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370210062.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37111HIGGIN",1,5,13,8,2,2,13,12,8,11,8,12,14,13,14,8,8,12,13,3,14,14,14,14,8,3,13,14,14,12,3,3,3,11,13,13,12,9,12,12,12,9,3,3,3,5,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37129000H13",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37129000H12",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3717900029C",7,6,2,10,14,14,8,2,10,10,13,8,8,2,8,12,2,2,2,9,2,13,2,2,2,5,7,12,13,11,4,12,2,14,12,2,11,2,2,10,8,14,14,8,8,9,9,9,8,12,9,9,9,13,3,3,14,3,13,13,13,10,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37129000H11",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3717900029B",7,6,2,10,14,14,8,2,10,10,13,8,8,2,8,12,2,2,2,9,2,13,2,2,2,5,7,12,13,11,4,12,2,14,12,2,11,2,2,10,8,14,14,8,8,9,9,9,8,12,9,9,9,13,3,3,14,3,13,13,13,10,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37129000H10",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3717900029A",7,6,2,10,14,14,8,2,10,10,13,8,8,2,8,12,2,2,2,9,2,13,2,2,2,5,7,12,13,11,4,12,2,14,12,2,11,2,2,10,8,14,14,8,8,9,9,9,8,12,9,9,9,13,3,3,14,3,13,13,13,10,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37051000G3C",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,12,4,10,10,12,12,11,7,2,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,11,6,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
